person_id_random,birthday,gender,signup_date,fb_friend_count,current_home_years,current_home_months,living_situation,current_job_years,current_job_months,education,how_much_paid,how_often_paid,referral_source,outstanding_loan,use_mobile_wallet_how_often,relationship_status,is_employed
9789281998,2/28/92,F,1/8/15 21:44,4994,1,0,pay_rent,1,0,,25000,monthly,friend,no,few_times_a_week,,
6887884618,6/14/86,M,1/11/15 7:33,29,5+,0,own_home,3,0,,800,daily,facebook,no,daily,,
2327560619,5/10/90,F,1/16/15 1:37,1248,5+,0,own_home,5+,0,,450,daily,other:Play store,yes,few_times_a_week,,
8394030931,8/12/82,F,1/16/15 7:11,226,5+,0,I live in my parental home,5+,0,,20000,monthly,google_play_store,yes,few_times_a_week,,
6687103750,7/19/86,F,1/19/15 3:44,829,3,0,pay_rent,3,0,,30000,monthly,google_play_store,yes,few_times_a_week,,
6768006410,12/28/81,M,1/23/15 3:45,257,4,0,pay_rent,5+,0,,30000,monthly,friend,no,few_times_a_week,,
3555490492,6/11/91,M,1/23/15 7:28,1228,5+,0,pay_rent,0,0,,2500,weekly,,yes,few_times_a_week,,
6033880411,11/6/86,M,1/25/15 12:48,913,3,0,I inherited. but building my own,3,0,,2500,daily,facebook,yes,daily,,
8278230987,5/27/90,M,1/27/15 7:07,374,5+,0,pay_rent,5+,0,,3500,daily,friend,no,few_times_a_week,,
2876643470,8/28/79,M,1/28/15 9:46,370,5+,11,own_home,1,8,,190000,monthly,other:Existing user ,no,few_times_a_week,,
9881053673,12/17/40,M,1/28/15 13:38,132,1,4,to grow my business,5+,7,,1800,monthly,google_play_store,yes,few_times_a_week,,
5903857819,5/4/85,M,1/28/15 16:28,384,5+,0,at home.,0,4,,22000,monthly,,no,few_times_a_week,,
2046310222,11/6/87,M,1/28/15 23:12,943,0,0,pay_rent,0,0,,500,daily,facebook,no,daily,,
6108121189,3/12/89,M,1/31/15 6:02,1704,1,3,pay_rent,1,3,college,32000,monthly,friend,no,daily,long-term,yes
5126578428,11/16/89,F,2/3/15 3:42,291,5+,0,pay_rent,5+,0,,25000,monthly,facebook,yes,few_times_a_week,,
2795350446,10/15/87,M,2/3/15 6:21,4993,3,0,own_home,0,0,,3000,daily,google_play_store,yes,daily,,
7573861449,4/24/87,F,2/4/15 11:21,489,2,0,pay_rent,1,6,,500,daily,facebook,no,few_times_a_week,,
8291626998,3/25/89,M,2/6/15 1:08,390,0,11,pay_rent,2,0,,25000,monthly,friend,yes,few_times_a_month,,
6774434683,12/18/87,M,2/6/15 11:54,429,5+,3,pay_rent,3,2,,350,daily,,yes,few_times_a_week,,
1704712487,3/22/84,M,2/7/15 0:59,600,2,0,pay_rent,5+,0,,4000,monthly,other:michael muasya,yes,few_times_a_week,,
7839108662,7/17/84,M,2/7/15 1:33,630,5+,5,pay_rent,4,0,,30000,monthly,facebook,no,daily,,
3307407390,3/21/83,M,2/7/15 2:08,2017,4,2,pay_rent,5+,0,,45000,monthly,,no,few_times_a_month,,
9308939887,8/10/89,F,2/7/15 3:53,230,2,1,pay_rent,3,1,,15000,monthly,facebook,no,few_times_a_week,,
5923715507,3/7/82,M,2/7/15 4:28,4602,5+,0,pay_rent,,,high_school,5000,weekly,friend,no,daily,single,no
1289196041,8/7/89,M,2/7/15 4:32,235,5+,0,pay_rent,0,0,,500,daily,facebook,yes,daily,,
1023186466,7/16/62,M,2/7/15 5:49,155,5+,11,pay_rent,5+,11,,16800,monthly,facebook,yes,few_times_a_week,,
3686319819,7/9/58,F,2/8/15 22:20,292,4,0,pay_rent,3,0,college,33000,monthly,family,no,daily,single,yes
1272813046,11/22/88,F,2/8/15 23:37,2324,1,0,pay_rent,3,0,,7000,monthly,friend,no,few_times_a_week,,
4097229256,1/11/80,M,2/9/15 5:36,235,3,0,pay_rent,0,11,,56000,monthly,facebook,no,few_times_a_month,,
5331332312,7/26/88,M,2/10/15 10:16,773,,,,,,,,,family,,,,
5783698569,4/3/76,M,2/13/15 22:19,567,5+,2,pay_rent,5+,1,college,100000,monthly,facebook,no,few_times_a_week,,
5747178338,9/16/94,M,2/14/15 7:53,1826,0,5,pay_rent,0,0,high_school,2000,weekly,facebook,no,few_times_a_week,,
9804175165,5/26/82,M,2/14/15 13:29,392,4,1,pay_rent,5+,2,college,53000,monthly,google_play_store,yes,daily,,
7691808756,12/28/94,M,2/15/15 20:11,3554,1,1,pay_rent,0,7,college,10000,monthly,,no,few_times_a_week,,
8485736177,4/25/81,F,2/17/15 0:22,430,2,6,pay_rent,5+,3,college,50000,monthly,,no,few_times_a_week,,
5345006498,7/1/63,M,2/17/15 0:22,840,5+,11,pay_rent,5+,11,college,60000,monthly,facebook,no,few_times_a_week,,
8315543219,4/6/67,M,2/17/15 1:19,500,5+,3,pay_rent,5+,4,college,40000,monthly,facebook,no,few_times_a_week,,
3413480258,5/13/84,M,2/17/15 4:07,1110,5+,3,pay_rent,5+,5,high_school,34000,monthly,,no,daily,,
3640580591,4/22/86,M,2/17/15 8:22,234,2,5,own_home,1,2,college,15000,monthly,facebook,no,few_times_a_week,,
1212953829,2/28/66,F,2/17/15 9:17,7,5+,11,pay_rent,5+,11,college,1500,daily,friend,no,few_times_a_month,,
2048939339,3/28/86,M,2/18/15 0:40,841,5+,2,pay_rent,5+,2,college,30000,monthly,friend,no,daily,,
3149006688,7/27/84,M,2/18/15 1:05,738,4,0,pay_rent,5+,0,college,8000,monthly,google_play_store,yes,daily,,
6690203041,7/17/95,M,2/18/15 3:09,1307,1,3,pay_rent,1,2,high_school,4500,weekly,,no,few_times_a_week,,
3394363896,11/26/81,M,2/18/15 6:18,702,5+,5,own_home,4,3,college,3500,weekly,,no,few_times_a_week,,
9955035119,2/27/86,F,2/18/15 19:35,587,0,3,pay_rent,0,4,college,45000,monthly,google_play_store,no,few_times_a_week,,
3679328472,5/9/93,M,2/19/15 10:35,2232,3,3,pay_rent,2,3,college,13,monthly,friend,yes,few_times_a_week,,
7269987518,4/14/82,F,2/19/15 13:39,245,3,6,pay_rent,5+,7,college,55000,monthly,google_play_store,no,few_times_a_week,,
9149555649,7/10/87,M,2/19/15 20:09,278,3,7,pay_rent,4,2,high_school,25000,monthly,facebook,yes,daily,,
4652588050,8/6/84,F,2/19/15 23:07,1180,4,5,pay_rent,5+,0,primary,30000,monthly,facebook,yes,few_times_a_week,,
9448433849,8/19/84,M,2/20/15 3:32,41,5+,11,own_home,2,4,college,20500,monthly,,yes,daily,,
3252413480,7/16/81,M,2/21/15 0:44,2691,5+,2,pay_rent,4,2,college,20000,monthly,friend,yes,few_times_a_week,,
4020568831,6/5/89,M,2/22/15 21:38,49,3,6,pay_rent,5+,3,primary,6000,monthly,family,yes,few_times_a_week,,
9578209515,2/11/80,M,2/22/15 21:48,5000,5+,2,own_home,5+,2,high_school,56000,monthly,facebook,yes,daily,,
3075741637,12/20/88,M,2/24/15 7:26,388,4,0,pay_rent,4,0,college,100000,monthly,facebook,yes,daily,,
1766763696,8/24/86,M,2/25/15 21:08,251,3,2,pay_rent,2,2,college,40000,monthly,facebook,yes,few_times_a_week,,
8357321273,3/24/74,M,2/25/15 23:02,93,5+,10,other,5+,11,college,25000,monthly,google_play_store,no,few_times_a_week,,
6060950564,3/27/76,M,2/26/15 0:39,448,5+,0,pay_rent,3,0,college,90000,monthly,facebook,yes,daily,,
1716829174,5/27/92,M,2/26/15 1:29,1251,1,0,pay_rent,0,0,high_school,1000,weekly,google_play_store,yes,daily,,
8171435807,11/8/88,F,2/26/15 6:11,297,3,3,pay_rent,2,3,college,20000,monthly,google_play_store,no,few_times_a_week,,
5064137410,11/22/83,F,2/26/15 22:55,118,1,2,pay_rent,3,6,college,10500,monthly,friend,yes,daily,,
3583731581,4/21/79,M,2/26/15 23:34,708,5+,11,pay_rent,5+,11,college,30000,monthly,friend,no,daily,,
3525069691,12/9/87,F,2/27/15 3:33,154,1,2,pay_rent,2,5,college,40000,monthly,friend,no,few_times_a_week,,
1537358892,3/13/76,M,2/27/15 4:39,232,5+,7,pay_rent,4,4,college,35000,monthly,facebook,yes,daily,married,yes
3201754709,1/25/86,M,2/27/15 11:09,178,2,6,pay_rent,5+,0,high_school,500,daily,facebook,yes,daily,,
5935455253,5/20/84,M,2/27/15 20:42,1008,5+,4,pay_rent,5+,1,college,62000,monthly,friend,no,few_times_a_week,,
7430130268,9/6/86,M,2/27/15 23:51,765,1,1,pay_rent,2,3,college,30000,monthly,friend,no,daily,,
5048210603,1/16/72,M,2/28/15 1:52,304,5+,11,with_family,5+,11,high_school,18500,monthly,facebook,no,few_times_a_week,,
1635947875,9/3/91,M,2/28/15 2:23,980,5+,11,own_home,4,11,college,500,daily,google_play_store,yes,few_times_a_week,,
5410424023,8/3/88,F,2/28/15 10:15,2192,1,3,pay_rent,0,0,college,20000,monthly,friend,no,daily,,
3933368676,3/27/85,F,2/28/15 21:44,158,3,5,pay_rent,2,1,high_school,400,daily,friend,no,daily,,
4493372220,12/14/73,M,3/1/15 3:15,267,3,2,own_home,5+,0,college,34000,monthly,friend,no,few_times_a_week,,
5406406018,6/24/94,F,3/1/15 19:18,302,3,6,student_housing,0,3,college,8500,monthly,friend,no,daily,single,yes
8476099889,6/1/71,M,3/2/15 11:35,4998,4,10,with_family,5+,10,college,30000,monthly,facebook,no,few_times_a_week,,
1010631054,12/19/88,F,3/2/15 13:39,498,5+,9,with_family,0,0,college,0,daily,facebook,no,few_times_a_week,,
1557058434,7/25/89,M,3/2/15 14:53,1556,3,0,pay_rent,4,2,high_school,1000,daily,facebook,no,daily,,
9677770426,11/4/88,M,3/2/15 15:18,1289,0,9,pay_rent,0,0,college,0,daily,facebook,no,few_times_a_month,,
7346661357,10/12/90,M,3/2/15 19:04,1961,5+,6,pay_rent,5+,11,college,42000,monthly,facebook,no,daily,,
5433168922,10/28/69,M,3/2/15 22:21,1025,5+,2,pay_rent,5+,6,college,46000,monthly,facebook,no,daily,,
3603689368,2/6/84,M,3/2/15 23:20,461,5+,5,pay_rent,5+,5,high_school,1500,daily,facebook,no,few_times_a_week,,
4792942529,12/9/86,M,3/2/15 23:49,901,5+,0,pay_rent,1,8,college,22000,monthly,friend,no,few_times_a_week,,
2724136679,3/18/86,F,3/3/15 1:02,298,3,1,pay_rent,5+,3,college,2000,weekly,facebook,no,daily,,
9019460943,8/2/88,M,3/3/15 7:02,2824,0,4,pay_rent,1,1,college,35000,monthly,friend,yes,few_times_a_week,single,yes
8450552497,4/12/84,F,3/3/15 23:04,112,1,2,pay_rent,2,4,college,12000,monthly,family,no,few_times_a_month,single,yes
2974671365,10/1/87,M,3/4/15 1:20,354,5+,0,own_home,5+,0,high_school,34000,monthly,google_play_store,no,few_times_a_week,,
7650974066,5/16/86,F,3/4/15 4:29,308,1,6,pay_rent,1,0,college,20000,monthly,friend,no,few_times_a_week,,
1987351715,8/2/79,M,3/4/15 10:50,34,5+,10,pay_rent,5+,8,primary,8000,monthly,facebook,no,daily,,
6718085882,1/13/86,M,3/4/15 23:08,825,3,4,pay_rent,3,4,college,60000,monthly,friend,no,few_times_a_week,long-term,yes
7062861325,2/10/90,M,3/5/15 6:07,334,2,5,pay_rent,,,high_school,10000,monthly,friend,no,few_times_a_week,long-term,no
5241853297,7/19/82,F,3/5/15 10:18,297,5+,3,pay_rent,3,3,college,2500,weekly,friend,no,few_times_a_week,long-term,yes
6834166012,9/26/80,M,3/5/15 14:45,1096,5+,11,pay_rent,5+,11,college,27000,monthly,facebook,no,daily,married,yes
7359680125,12/1/83,M,3/5/15 20:31,135,5+,10,pay_rent,3,5,college,65000,monthly,family,yes,daily,married,yes
1047997155,4/13/92,M,3/6/15 1:01,616,0,3,student_housing,,,college,1150,weekly,google_play_store,no,daily,single,no
5955541479,10/9/82,M,3/6/15 8:32,3582,5+,4,pay_rent,5+,6,college,20000,monthly,friend,no,daily,married,yes
3290581266,2/5/86,M,3/6/15 13:57,360,1,7,own_home,5+,5,college,130000,monthly,facebook,no,daily,married,yes
1011938779,6/9/93,F,3/7/15 10:22,1,2,5,pay_rent,1,2,college,1000,daily,friend,yes,few_times_a_week,single,yes
1584290807,10/24/89,M,3/8/15 0:02,387,3,6,pay_rent,1,4,college,15000,monthly,family,no,few_times_a_week,single,yes
5988618720,3/21/72,M,3/9/15 7:05,285,5+,2,pay_rent,,,college,2000,daily,friend,yes,daily,married,no
8389868976,3/14/79,M,3/10/15 3:45,920,4,10,pay_rent,2,5,college,37000,monthly,google_play_store,no,few_times_a_month,married,yes
7867185883,12/11/79,M,3/10/15 5:41,73,5+,3,pay_rent,,,high_school,5000,weekly,facebook,yes,few_times_a_week,married,no
8230219163,8/21/82,F,3/10/15 6:03,63,2,3,pay_rent,2,0,high_school,2000,weekly,facebook,yes,few_times_a_week,married,yes
5896978842,6/7/74,M,3/10/15 15:38,298,5+,11,pay_rent,1,11,college,500,daily,facebook,yes,few_times_a_week,married,yes
4498792920,11/19/72,F,3/10/15 16:04,619,0,5,pay_rent,,,college,25,monthly,facebook,no,few_times_a_week,alternative,no
4949206686,8/27/73,M,3/11/15 5:56,39,2,3,pay_rent,,,high_school,5000,weekly,friend,no,daily,alternative,no
4509848841,5/11/88,M,3/11/15 13:34,1929,3,1,pay_rent,4,3,college,10000,monthly,google_play_store,no,daily,single,yes
7493785209,11/29/92,M,3/12/15 0:16,1184,5+,1,with_family,2,3,college,10000,monthly,friend,no,daily,single,yes
9523062306,5/2/91,F,3/12/15 4:12,34,3,9,pay_rent,1,4,college,50000,monthly,friend,no,daily,married,yes
1532148947,5/6/87,M,3/12/15 7:43,1528,2,3,pay_rent,,,high_school,2100,daily,family,yes,daily,married,no
3567588210,12/15/69,M,3/12/15 11:34,533,3,4,with_family,,,college,2000,weekly,facebook,no,few_times_a_week,married,no
5254531566,2/14/81,M,3/15/15 6:43,2748,5+,10,pay_rent,5+,11,college,47000,monthly,friend,no,daily,married,yes
5945488348,1/19/89,M,3/15/15 11:36,514,2,1,pay_rent,,,college,25000,monthly,friend,no,daily,long-term,no
6917193248,10/18/71,F,3/16/15 3:13,305,5+,8,other,5+,9,college,40000,monthly,friend,no,few_times_a_week,single,yes
6288962292,3/16/68,M,3/16/15 4:06,292,5+,5,pay_rent,5+,7,college,100000,monthly,family,no,few_times_a_week,married,yes
4050513050,8/14/82,M,3/16/15 14:06,1863,2,11,pay_rent,2,10,college,700,daily,other:Read about it in an article in the internet.,yes,few_times_a_week,married,yes
3321063881,7/17/86,M,3/17/15 10:50,527,2,3,pay_rent,5+,11,college,30000,monthly,friend,yes,daily,married,yes
6491386882,4/2/72,M,3/19/15 0:11,385,2,6,pay_rent,,,college,1000,daily,facebook,no,few_times_a_week,married,no
4811992520,5/7/82,M,3/19/15 0:40,32,4,7,pay_rent,,,high_school,55000,weekly,friend,yes,daily,married,no
6964827365,6/22/73,M,3/19/15 1:04,251,5+,5,pay_rent,,,high_school,30000,monthly,facebook,no,few_times_a_week,married,no
6224726229,5/13/74,M,3/19/15 2:23,188,2,3,pay_rent,2,3,high_school,10000,monthly,friend,no,few_times_a_week,married,yes
4191686819,3/8/84,M,3/19/15 5:41,1753,5+,11,pay_rent,3,3,college,90000,monthly,friend,no,daily,married,yes
4901712280,3/17/87,M,3/19/15 6:00,608,1,0,pay_rent,1,6,college,30000,monthly,friend,yes,few_times_a_week,single,yes
1463175554,4/15/89,F,3/19/15 6:02,57,4,6,pay_rent,2,9,college,55000,monthly,friend,no,daily,married,yes
8540946794,7/15/86,M,3/19/15 19:41,1282,1,2,own_home,4,10,high_school,10000,monthly,friend,no,daily,married,yes
3260671459,9/26/68,F,3/20/15 0:45,68,3,6,pay_rent,,,college,20000,monthly,friend,no,few_times_a_week,single,no
5511522687,3/6/81,F,3/20/15 6:06,381,3,2,pay_rent,2,0,college,15000,monthly,friend,no,few_times_a_week,married,yes
7225933812,11/5/75,M,3/20/15 23:05,363,5+,0,other,,,high_school,1000,daily,facebook,yes,daily,married,no
9973267281,5/20/78,M,3/21/15 5:40,61,4,6,own_home,4,10,college,50000,monthly,friend,no,daily,married,yes
4902519125,4/12/81,F,3/21/15 7:31,58,2,1,pay_rent,1,0,college,17000,monthly,friend,no,few_times_a_week,married,yes
2422995126,7/2/86,M,3/22/15 2:43,602,2,3,pay_rent,1,4,college,30000,monthly,family,no,daily,long-term,yes
2764011037,10/8/89,M,3/22/15 21:58,620,5+,1,with_family,4,2,college,60000,monthly,friend,yes,few_times_a_week,married,yes
1229057799,7/10/88,M,3/23/15 23:25,776,5+,11,own_home,5+,11,college,21000,monthly,friend,no,daily,long-term,yes
5489995289,2/13/83,M,3/24/15 1:09,221,0,7,pay_rent,1,0,college,350,daily,facebook,yes,daily,married,yes
1998097878,12/4/84,M,3/24/15 1:36,960,5+,10,pay_rent,2,3,college,20000,monthly,facebook,yes,daily,married,yes
6025279345,2/18/81,M,3/24/15 1:42,134,2,3,pay_rent,4,2,high_school,53000,monthly,facebook,no,daily,married,yes
2487119472,3/2/93,M,3/24/15 3:03,96,0,5,pay_rent,,,high_school,28000,monthly,facebook,yes,few_times_a_week,married,no
7955562566,1979/2/29,M,3/24/15 8:47,679,5+,1,pay_rent,1,3,college,35000,monthly,google_play_store,no,few_times_a_week,married,yes
5373890168,11/12/87,F,3/24/15 9:22,772,2,1,pay_rent,1,9,college,20000,monthly,facebook,no,few_times_a_week,long-term,yes
5449485614,2/25/87,M,3/24/15 17:25,525,2,8,other,3,10,college,26000,monthly,facebook,no,few_times_a_week,single,yes
6581882246,4/21/83,M,3/24/15 17:28,625,4,3,pay_rent,,,high_school,20000,monthly,facebook,no,few_times_a_week,married,no
9568664366,6/3/90,M,3/24/15 20:58,1084,1,1,pay_rent,4,1,college,16000,monthly,facebook,yes,daily,married,yes
4489754615,7/27/81,F,3/25/15 5:50,618,5+,5,own_home,4,3,college,50000,monthly,facebook,no,daily,single,yes
7442299181,8/7/80,M,3/25/15 9:05,791,2,4,own_home,,,high_school,45000,monthly,facebook,yes,daily,married,no
6724414152,4/15/82,M,3/25/15 10:15,3232,5+,5,own_home,5+,5,college,3000,weekly,facebook,yes,daily,married,yes
3535424654,1/24/90,F,3/25/15 22:25,704,1,3,pay_rent,2,2,college,10000,monthly,facebook,no,few_times_a_week,single,yes
1798185475,12/18/84,M,3/25/15 22:49,2005,5+,6,pay_rent,4,3,high_school,40000,monthly,facebook,no,few_times_a_week,married,yes
1440291623,7/12/78,M,3/26/15 2:20,183,2,6,pay_rent,1,1,college,8000,monthly,facebook,yes,daily,married,yes
4884216169,3/15/86,M,3/26/15 3:23,575,0,4,other,1,4,college,40000,monthly,facebook,yes,few_times_a_week,married,yes
1838116247,9/2/83,F,3/26/15 4:07,219,0,2,pay_rent,5+,11,college,20000,monthly,google_play_store,yes,few_times_a_week,single,yes
9228116233,5/19/85,M,3/26/15 7:50,408,4,3,pay_rent,5+,1,college,40000,monthly,facebook,no,daily,single,yes
5936413151,8/19/88,M,3/26/15 9:24,1048,1,7,pay_rent,1,1,college,24000,monthly,family,no,few_times_a_week,married,yes
7769459042,7/18/81,F,3/26/15 11:09,427,4,5,pay_rent,4,10,high_school,12000,monthly,facebook,yes,few_times_a_week,single,yes
8931300972,4/2/88,F,3/26/15 11:45,548,5+,10,with_family,,,college,0,daily,facebook,no,few_times_a_week,long-term,no
8098697604,5/10/88,M,3/26/15 13:06,310,2,6,pay_rent,,,high_school,15000,monthly,facebook,no,few_times_a_month,long-term,no
9745064088,9/29/60,M,3/26/15 18:19,263,5+,6,own_home,,,high_school,20000,monthly,facebook,no,few_times_a_week,married,no
2191396226,12/26/69,M,3/26/15 23:09,522,5+,8,own_home,1,3,college,2000,daily,facebook,no,daily,married,yes
6177775040,12/11/84,M,3/26/15 23:41,95,5+,2,pay_rent,2,3,high_school,12000,monthly,facebook,no,few_times_a_week,single,yes
1287191810,3/24/74,M,3/27/15 0:48,5000,4,1,pay_rent,5+,1,college,40000,monthly,facebook,no,daily,married,yes
8812837743,10/28/84,M,3/27/15 2:50,627,5+,4,pay_rent,4,6,college,45000,monthly,friend,no,few_times_a_week,married,yes
5537661525,10/9/76,M,3/27/15 5:14,153,4,10,own_home,3,4,college,40000,monthly,friend,no,few_times_a_week,married,yes
5741429746,1/8/90,M,3/27/15 9:42,2921,3,8,pay_rent,2,2,college,15000,monthly,friend,yes,few_times_a_week,single,yes
4899445636,1/21/79,M,3/27/15 9:46,314,5+,11,with_family,5+,3,college,9000,monthly,facebook,yes,few_times_a_week,married,yes
4645275853,12/25/84,M,3/27/15 10:17,1622,5+,5,pay_rent,5+,5,college,20000,monthly,facebook,no,few_times_a_week,married,yes
3521134186,8/23/88,M,3/27/15 11:14,520,4,3,pay_rent,5+,3,college,15000,monthly,facebook,yes,few_times_a_week,married,yes
9137438176,7/3/84,M,3/27/15 14:07,901,5+,0,pay_rent,,,college,500,daily,facebook,yes,daily,married,no
9036331394,6/20/86,M,3/27/15 19:54,396,4,2,pay_rent,4,10,college,150000,monthly,facebook,no,few_times_a_month,married,yes
7044315204,1/26/79,M,3/27/15 21:37,291,3,0,pay_rent,2,7,college,23000,monthly,facebook,no,few_times_a_week,single,yes
8720349802,9/24/87,M,3/28/15 0:36,1374,5+,11,pay_rent,,,high_school,28000,monthly,facebook,yes,few_times_a_week,married,no
8143481783,7/9/86,F,3/28/15 2:57,877,2,8,pay_rent,,,college,30000,monthly,friend,yes,few_times_a_week,single,no
8887062843,9/15/85,M,3/28/15 3:03,893,4,4,pay_rent,5+,1,college,12000,weekly,facebook,yes,daily,married,yes
4004233755,9/15/84,M,3/28/15 4:05,118,5+,4,pay_rent,2,2,college,10000,monthly,facebook,no,few_times_a_week,long-term,yes
7303163256,5/21/80,M,3/28/15 4:55,1912,4,5,pay_rent,3,8,high_school,15000,monthly,facebook,no,few_times_a_month,married,yes
6374108329,11/23/84,F,3/28/15 6:28,77,4,10,own_home,3,2,college,3500,weekly,facebook,no,daily,married,yes
1309607936,1/25/92,F,3/28/15 8:11,4459,5+,11,with_family,1,3,college,25000,monthly,other:google,no,few_times_a_week,single,yes
9467238896,11/25/72,F,3/28/15 9:09,273,2,3,pay_rent,5+,4,high_school,20000,monthly,facebook,no,few_times_a_week,single,yes
5736208977,3/9/86,M,3/28/15 12:14,267,1,4,own_home,4,6,primary,1000,daily,facebook,no,few_times_a_week,married,yes
5445931408,11/6/81,F,3/28/15 12:52,467,1,5,pay_rent,,,college,200,daily,facebook,yes,daily,long-term,no
4540051772,1/6/78,M,3/28/15 13:11,324,5+,5,own_home,,,high_school,6000,monthly,facebook,yes,daily,married,no
7659385387,1/7/83,M,3/28/15 14:07,851,3,4,own_home,2,3,college,40000,monthly,facebook,yes,daily,married,yes
1784191842,4/8/88,M,3/28/15 16:45,440,2,3,pay_rent,1,0,college,15000,monthly,facebook,no,few_times_a_week,married,yes
7372142755,8/23/88,M,3/28/15 20:35,955,3,11,pay_rent,3,11,college,25000,monthly,facebook,yes,few_times_a_week,married,yes
9263351105,4/9/88,M,3/28/15 21:49,91,5+,8,pay_rent,2,9,college,46000,monthly,facebook,no,few_times_a_week,long-term,yes
1497166208,9/1/65,M,3/28/15 23:07,233,5+,8,own_home,5+,0,high_school,70000,monthly,google_play_store,yes,daily,married,yes
8150642238,2/10/79,M,3/29/15 1:43,447,2,5,own_home,5+,0,college,147000,monthly,google_play_store,yes,few_times_a_week,married,yes
8460627016,11/24/84,M,3/29/15 3:51,224,5+,3,pay_rent,2,1,high_school,20000,monthly,facebook,no,few_times_a_week,married,yes
2372935146,4/14/84,M,3/29/15 3:56,342,5+,2,pay_rent,5+,11,college,30000,monthly,facebook,no,few_times_a_week,married,yes
4850039402,4/7/76,F,3/29/15 5:16,418,4,2,pay_rent,,,primary,8000,monthly,friend,yes,few_times_a_month,single,no
4951166708,4/16/83,F,3/29/15 6:10,745,1,1,student_housing,0,2,college,10000,monthly,facebook,no,few_times_a_month,single,yes
6124720801,7/5/89,F,3/29/15 10:24,544,4,2,pay_rent,1,1,college,1500,weekly,friend,yes,few_times_a_week,married,yes
5804388965,1/13/71,M,3/29/15 11:13,379,5+,9,own_home,5+,0,college,35000,monthly,facebook,yes,daily,alternative,yes
9148351638,4/4/86,F,3/29/15 11:31,105,2,3,pay_rent,,,college,15000,monthly,friend,no,daily,married,no
4656510627,9/27/91,M,3/29/15 11:49,2902,0,6,pay_rent,0,4,college,20000,monthly,friend,no,few_times_a_week,married,yes
4738098277,6/2/86,M,3/29/15 13:17,1304,1,4,pay_rent,1,4,high_school,15000,monthly,google_play_store,no,few_times_a_week,married,yes
9923610654,3/22/69,M,3/29/15 14:38,73,5+,0,with_family,5+,0,college,7000,weekly,facebook,no,few_times_a_week,married,yes
9661362272,9/19/81,M,3/30/15 0:29,162,4,3,pay_rent,5+,4,college,20000,monthly,friend,no,few_times_a_week,married,yes
3818103704,12/21/83,M,3/30/15 0:43,136,5+,1,pay_rent,4,6,college,25000,monthly,friend,yes,few_times_a_week,married,yes
9465714466,11/17/84,F,3/30/15 4:10,801,0,8,pay_rent,,,high_school,500,daily,google_play_store,yes,few_times_a_week,married,no
4264763102,7/1/70,M,3/30/15 4:40,395,5+,3,pay_rent,,,college,53000,monthly,facebook,no,few_times_a_week,married,no
5018829972,11/29/87,M,3/30/15 7:54,491,2,6,pay_rent,1,2,college,10000,monthly,facebook,no,few_times_a_month,single,yes
1743432522,1/23/82,M,3/30/15 13:00,610,2,4,pay_rent,3,5,college,45000,monthly,facebook,no,daily,married,yes
3023340127,10/25/88,M,3/30/15 14:30,449,3,0,pay_rent,,,college,0,daily,family,no,daily,long-term,no
5275535713,8/3/78,M,3/30/15 22:29,379,5+,3,pay_rent,5+,3,college,10000,monthly,facebook,no,few_times_a_week,married,yes
6240051417,5/8/88,,3/31/15 0:10,696,1,2,own_home,,,college,20000,monthly,friend,yes,daily,married,no
7091985427,4/29/82,M,3/31/15 0:28,422,5+,11,with_family,2,3,high_school,15000,monthly,facebook,no,daily,married,yes
7961977516,12/26/88,M,3/31/15 3:26,461,2,4,pay_rent,1,4,masters,60000,monthly,friend,no,few_times_a_week,long-term,yes
6666930711,8/7/82,M,3/31/15 4:59,745,1,4,pay_rent,0,11,college,105000,monthly,friend,no,few_times_a_week,married,yes
4740365226,2/27/92,M,3/31/15 5:18,3240,4,3,pay_rent,1,2,high_school,30000,monthly,twitter,yes,daily,single,yes
4058888009,6/22/79,M,3/31/15 5:20,559,5+,3,own_home,,,college,50000,monthly,facebook,no,daily,married,no
7076340710,10/22/89,F,3/31/15 5:54,497,5+,3,with_family,2,5,high_school,12000,monthly,facebook,no,few_times_a_week,single,yes
7470733511,4/11/77,M,3/31/15 8:25,225,3,1,pay_rent,5+,0,college,15000,weekly,google_play_store,no,daily,married,yes
6488838004,2/19/90,F,3/31/15 14:13,303,5+,3,pay_rent,,,high_school,500,daily,friend,yes,few_times_a_week,married,no
6207451939,10/28/88,M,3/31/15 14:43,216,2,2,own_home,2,2,high_school,20000,monthly,facebook,no,few_times_a_week,single,yes
9767557484,12/22/79,M,3/31/15 22:09,311,4,6,with_family,0,9,college,37800,monthly,facebook,no,few_times_a_month,married,yes
7102879153,11/20/79,M,3/31/15 22:48,1259,4,3,pay_rent,5+,3,college,50000,monthly,facebook,no,few_times_a_week,married,yes
3080908054,1/27/82,F,3/31/15 23:28,359,5+,11,pay_rent,,,high_school,30000,monthly,facebook,yes,daily,single,no
1048099395,12/14/78,M,4/1/15 1:55,470,5+,8,own_home,,,college,50000,monthly,google_play_store,no,few_times_a_week,married,no
4226607694,10/23/86,M,4/1/15 12:21,775,2,2,pay_rent,,,college,2000,daily,google_play_store,no,daily,married,no
5495666685,9/7/77,M,4/1/15 12:52,551,4,10,own_home,3,6,high_school,6000,weekly,friend,yes,daily,married,yes
